city,lat,lng,country,iso2,iso3,admin_name,capital,population
Gardiner,"44,191","-69,7921",United States,US,USA,Maine,,5688
Westbrook,"43,6955","-70,3539",United States,US,USA,Maine,,18730
Lewiston,"44,0915","-70,1681",United States,US,USA,Maine,,58796
Bath,"43,9346","-69,8346",United States,US,USA,Maine,,8317
Bangor,"44,8322","-68,7906",United States,US,USA,Maine,,59107
Augusta,"44,3341","-69,7319",United States,US,USA,Maine,,21994
Brewer,"44,7835","-68,7352",United States,US,USA,Maine,,9043
Portland,"43,6773","-70,2715",United States,US,USA,Maine,,206023
Ellsworth,"44,5847","-68,4875",United States,US,USA,Maine,,7973
Easton,"38,776","-76,0702",United States,US,USA,Maryland,,17742
Frostburg,"39,6506","-78,9269",United States,US,USA,Maryland,,8642
Mount Rainier,"38,9423","-76,9645",United States,US,USA,Maryland,,8147
Ocean City,"38,3989","-75,0715",United States,US,USA,Maryland,,6969
Hyattsville,"38,9612","-76,9548",United States,US,USA,Maryland,,18333
Thurmont,"39,621","-77,4076",United States,US,USA,Maryland,,7383
Cambridge,"38,5515","-76,0786",United States,US,USA,Maryland,,14312
Annapolis,"38,9706","-76,5047",United States,US,USA,Maryland,admin,39321
Salisbury,"38,3755","-75,5867",United States,US,USA,Maryland,,106034
Hampstead,"39,6109","-76,8552",United States,US,USA,Maryland,,6357
Brunswick,"39,318","-77,6253",United States,US,USA,Maryland,,9067
La Plata,"38,5352","-76,9701",United States,US,USA,Maryland,,9365
Takoma Park,"38,981","-77,0028",United States,US,USA,Maryland,,17885
Walkersville,"39,4832","-77,3559",United States,US,USA,Maryland,,6181
Fruitland,"38,3214","-75,6246",United States,US,USA,Maryland,,5285
Elkton,"39,6067","-75,821",United States,US,USA,Maryland,,15652
Manchester,"39,6585","-76,8881",United States,US,USA,Maryland,,5348
New Carrollton,"38,9654","-76,8773",United States,US,USA,Maryland,,13023
Princess Anne,"38,2053","-75,6969",United States,US,USA,Maryland,,11262
Rockville,"39,0834","-77,1553",United States,US,USA,Maryland,,68401
Hagerstown,"39,6401","-77,7217",United States,US,USA,Maryland,,185704
Westminster,"39,5797","-77,0064",United States,US,USA,Maryland,,18593
Leonardtown,"38,3038","-76,6395",United States,US,USA,Maryland,,6113
Frederick,"39,4335","-77,4157",United States,US,USA,Maryland,,154972
Havre de Grace,"39,5481","-76,1145",United States,US,USA,Maryland,,13576
Bowie,"38,9575","-76,7421",United States,US,USA,Maryland,,58859
Chestertown,"39,2195","-76,071",United States,US,USA,Maryland,,6896
Cheverly,"38,9253","-76,9141",United States,US,USA,Maryland,,6477
Mount Airy,"39,3742","-77,1535",United States,US,USA,Maryland,,9416
Glenarden,"38,9293","-76,8576",United States,US,USA,Maryland,,6210
Greenbelt,"38,9953","-76,8885",United States,US,USA,Maryland,,23489
Aberdeen,"39,5146","-76,173",United States,US,USA,Maryland,,16049
Riverdale Park,"38,9644","-76,9267",United States,US,USA,Maryland,,7286
District Heights,"38,8588","-76,8885",United States,US,USA,Maryland,,6022
Bladensburg,"38,9424","-76,9263",United States,US,USA,Maryland,,9450
Cumberland,"39,6515","-78,7585",United States,US,USA,Maryland,,49033
Bel Air,"39,5348","-76,346",United States,US,USA,Maryland,,10037
Taneytown,"39,657","-77,1682",United States,US,USA,Maryland,,6658
College Park,"38,9962","-76,9337",United States,US,USA,Maryland,,32303
Chesapeake Beach,"38,6881","-76,5448",United States,US,USA,Maryland,,24565
Emmitsburg,"39,7051","-77,3216",United States,US,USA,Maryland,,6990
Westernport,"39,488","-79,0429",United States,US,USA,Maryland,,5456
Gaithersburg,"39,1347","-77,213",United States,US,USA,Maryland,,68710
Laurel,"39,095","-76,8619",United States,US,USA,Maryland,,25906
Baltimore,"39,3051","-76,6144",United States,US,USA,Maryland,,2170504
Marlborough,"42,3494","-71,5468",United States,US,USA,Massachusetts,,39873
Quincy,"42,2516","-71,0183",United States,US,USA,Massachusetts,,94166
Chicopee,"42,1764","-72,5719",United States,US,USA,Massachusetts,,55515
Waltham,"42,3889","-71,2423",United States,US,USA,Massachusetts,,62442
Medford,"42,4234","-71,1087",United States,US,USA,Massachusetts,,57797
Gloucester,"42,626","-70,6897",United States,US,USA,Massachusetts,,30172
Boston,"42,3188","-71,0846",United States,US,USA,Massachusetts,admin,4637537
Haverhill,"42,7838","-71,0871",United States,US,USA,Massachusetts,,63639
Newton,"42,3316","-71,2084",United States,US,USA,Massachusetts,,88994
Pittsfield,"42,4517","-73,2605",United States,US,USA,Massachusetts,,56291
Everett,"42,4064","-71,0545",United States,US,USA,Massachusetts,,46324
Salem,"42,5129","-70,902",United States,US,USA,Massachusetts,,43415
Brockton,"42,0821","-71,0242",United States,US,USA,Massachusetts,,95672
North Adams,"42,6844","-73,1166",United States,US,USA,Massachusetts,,17477
Watertown,"42,37","-71,1775",United States,US,USA,Massachusetts,,35756
Westfield,"42,1382","-72,7561",United States,US,USA,Massachusetts,,41700
Cambridge,"42,3758","-71,1184",United States,US,USA,Massachusetts,,113630
Somerville,"42,3908","-71,1013",United States,US,USA,Massachusetts,,81360
Northampton,"42,3266","-72,6745",United States,US,USA,Massachusetts,,28593
Methuen,"42,734","-71,1889",United States,US,USA,Massachusetts,,50259
Holyoke,"42,2126","-72,6411",United States,US,USA,Massachusetts,,40341
Newburyport,"42,8124","-70,8879",United States,US,USA,Massachusetts,,18060
Fitchburg,"42,5912","-71,8156",United States,US,USA,Massachusetts,,40793
Lawrence,"42,7003","-71,1626",United States,US,USA,Massachusetts,,80162
Revere,"42,4191","-71,0035",United States,US,USA,Massachusetts,,53993
New Bedford,"41,6697","-70,9428",United States,US,USA,Massachusetts,,149528
Beverly,"42,5681","-70,8627",United States,US,USA,Massachusetts,,41816
Woburn,"42,4869","-71,1543",United States,US,USA,Massachusetts,,39701
Chelsea,"42,3959","-71,0325",United States,US,USA,Massachusetts,,40227
Worcester,"42,2705","-71,8079",United States,US,USA,Massachusetts,,498997
Melrose,"42,4556","-71,059",United States,US,USA,Massachusetts,,28367
Peabody,"42,5335","-70,9724",United States,US,USA,Massachusetts,,52987
Springfield,"42,1155","-72,5395",United States,US,USA,Massachusetts,,628076
Lowell,"42,6389","-71,3217",United States,US,USA,Massachusetts,,111346
Leominster,"42,5209","-71,7717",United States,US,USA,Massachusetts,,119400
Gardner,"42,5845","-71,9867",United States,US,USA,Massachusetts,,20640
Malden,"42,4305","-71,0576",United States,US,USA,Massachusetts,,61246
Lynn,"42,4779","-70,9663",United States,US,USA,Massachusetts,,94063
Attleboro,"41,9311","-71,295",United States,US,USA,Massachusetts,,44590
Fall River,"41,7136","-71,1015",United States,US,USA,Massachusetts,,89420
Taunton,"41,9036","-71,0943",United States,US,USA,Massachusetts,,57139
Toledo,"41,6639","-83,5822",United States,US,USA,Ohio,,488672
University Heights,"41,4948","-81,5348",United States,US,USA,Ohio,,13028
Sheffield Lake,"41,4884","-82,0978",United States,US,USA,Ohio,,8976
Blue Ash,"39,2478","-84,3825",United States,US,USA,Ohio,,12199
Trotwood,"39,7927","-84,3165",United States,US,USA,Ohio,,24386
Hamilton,"39,3938","-84,5653",United States,US,USA,Ohio,,62092
Grove City,"39,866","-83,0692",United States,US,USA,Ohio,,41022
Northwood,"41,6089","-83,4837",United States,US,USA,Ohio,,5396
Akron,"41,0802","-81,5219",United States,US,USA,Ohio,,565920
Centerville,"39,6339","-84,1449",United States,US,USA,Ohio,,23787
Lakewood,"41,4824","-81,8008",United States,US,USA,Ohio,,50249
Wickliffe,"41,6072","-81,469",United States,US,USA,Ohio,,12736
Monroe,"39,4461","-84,3666",United States,US,USA,Ohio,,13683
Montgomery,"39,2494","-84,3457",United States,US,USA,Ohio,,10746
Newark,"40,0705","-82,425",United States,US,USA,Ohio,,79025
Richmond Heights,"41,5589","-81,5029",United States,US,USA,Ohio,,10417
Vandalia,"39,879","-84,193",United States,US,USA,Ohio,,15053
Columbiana,"40,8871","-80,675",United States,US,USA,Ohio,,7920
Kirtland,"41,5969","-81,3406",United States,US,USA,Ohio,,6824
Oberlin,"41,2857","-82,2197",United States,US,USA,Ohio,,7958
North Canton,"40,8743","-81,3971",United States,US,USA,Ohio,,17290
Napoleon,"41,3977","-84,1244",United States,US,USA,Ohio,,8274
Bellefontaine,"40,3627","-83,763",United States,US,USA,Ohio,,13027
Cambridge,"40,0221","-81,5868",United States,US,USA,Ohio,,14911
Medina,"41,1358","-81,8694",United States,US,USA,Ohio,,26190
Shaker Heights,"41,4744","-81,5496",United States,US,USA,Ohio,,27440
Galion,"40,7383","-82,7786",United States,US,USA,Ohio,,15237
Brecksville,"41,3079","-81,6193",United States,US,USA,Ohio,,13632
Trenton,"39,4791","-84,462",United States,US,USA,Ohio,,12912
Lisbon,"40,7752","-80,7628",United States,US,USA,Ohio,,5439
Worthington,"40,0949","-83,021",United States,US,USA,Ohio,,14646
Union,"39,9105","-84,2929",United States,US,USA,Ohio,,6624
Miamisburg,"39,6323","-84,2725",United States,US,USA,Ohio,,19985
Steubenville,"40,3653","-80,6519",United States,US,USA,Ohio,,18003
Eastlake,"41,6581","-81,4323",United States,US,USA,Ohio,,18172
Powell,"40,1678","-83,0817",United States,US,USA,Ohio,,13204
The Village of Indian Hill,"39,1917","-84,3341",United States,US,USA,Ohio,,5874
New Albany,"40,0808","-82,7897",United States,US,USA,Ohio,,10718
Bedford Heights,"41,4042","-81,5053",United States,US,USA,Ohio,,10580
Russells Point,"40,468","-83,8939",United States,US,USA,Ohio,,6447
Ashville,"39,7238","-82,9576",United States,US,USA,Ohio,,6297
Jackson,"39,046","-82,6493",United States,US,USA,Ohio,,11502
Strongsville,"41,3128","-81,8313",United States,US,USA,Ohio,,44744
Harrison,"39,2571","-84,7882",United States,US,USA,Ohio,,14740
Cleveland,"41,4767","-81,6805",United States,US,USA,Ohio,,1730363
Campbell,"41,0777","-80,5904",United States,US,USA,Ohio,,7890
Athens,"39,3269","-82,0988",United States,US,USA,Ohio,,29926
Stow,"41,1765","-81,4344",United States,US,USA,Ohio,,34769
Lyndhurst,"41,5172","-81,4922",United States,US,USA,Ohio,,13557
Ashland,"40,8668","-82,3156",United States,US,USA,Ohio,,20318
Cleveland Heights,"41,5112","-81,5636",United States,US,USA,Ohio,,44562
Parma,"41,3842","-81,7286",United States,US,USA,Ohio,,79167
Warren,"41,2388","-80,8177",United States,US,USA,Ohio,,39562
Caldwell,"39,7467","-81,5127",United States,US,USA,Ohio,,5374
Norton,"41,0294","-81,6461",United States,US,USA,Ohio,,12013
Delphos,"40,8481","-84,3368",United States,US,USA,Ohio,,7304
Westerville,"40,1241","-82,9209",United States,US,USA,Ohio,,39737
Seven Hills,"41,3805","-81,6737",United States,US,USA,Ohio,,11663
Norwood,"39,1604","-84,4535",United States,US,USA,Ohio,,19870
Fostoria,"41,1601","-83,4119",United States,US,USA,Ohio,,14492
Oakwood,"39,7202","-84,1733",United States,US,USA,Ohio,,8993
Hudson,"41,2399","-81,4408",United States,US,USA,Ohio,,22245
Port Clinton,"41,5094","-82,9383",United States,US,USA,Ohio,,13043
Hillsboro,"39,2123","-83,6113",United States,US,USA,Ohio,,6573
Circleville,"39,6062","-82,9334",United States,US,USA,Ohio,,15657
Middleburg Heights,"41,3695","-81,8151",United States,US,USA,Ohio,,15587
Reynoldsburg,"39,9587","-82,7944",United States,US,USA,Ohio,,37847
Mount Vernon,"40,3854","-82,4732",United States,US,USA,Ohio,,21720
Gahanna,"40,0251","-82,8637",United States,US,USA,Ohio,,35297
Wilmington,"39,4387","-83,8184",United States,US,USA,Ohio,,12253
Madeira,"39,1854","-84,3734",United States,US,USA,Ohio,,9149
Fairfield,"39,3301","-84,5405",United States,US,USA,Ohio,,42566
Shelby,"40,8846","-82,6578",United States,US,USA,Ohio,,9011
Cuyahoga Falls,"41,1641","-81,5206",United States,US,USA,Ohio,,49247
Youngstown,"41,0993","-80,6463",United States,US,USA,Ohio,,373728
Canal Winchester,"39,8432","-82,8121",United States,US,USA,Ohio,,8294
Mayfield Heights,"41,5175","-81,4534",United States,US,USA,Ohio,,18682
Twinsburg,"41,3221","-81,4451",United States,US,USA,Ohio,,18959
Grandview Heights,"39,9793","-83,0409",United States,US,USA,Ohio,,7778
Pickerington,"39,889","-82,7678",United States,US,USA,Ohio,,20402
Lebanon,"39,4251","-84,2136",United States,US,USA,Ohio,,20622
Sandusky,"41,4437","-82,7149",United States,US,USA,Ohio,,47188
South Euclid,"41,5239","-81,5245",United States,US,USA,Ohio,,21598
Euclid,"41,5904","-81,5188",United States,US,USA,Ohio,,47201
Wyoming,"39,2296","-84,4814",United States,US,USA,Ohio,,8536
Zanesville,"39,9567","-82,0133",United States,US,USA,Ohio,,41969
Defiance,"41,281","-84,366",United States,US,USA,Ohio,,18519
Avon,"41,4485","-82,0187",United States,US,USA,Ohio,,23054
Saint Clairsville,"40,0792","-80,8997",United States,US,USA,Ohio,,5049
Alliance,"40,9107","-81,1189",United States,US,USA,Ohio,,31758
Seville,"41,0209","-81,8671",United States,US,USA,Ohio,,7731
Deer Park,"39,2036","-84,3975",United States,US,USA,Ohio,,5679
Mount Healthy,"39,2338","-84,5474",United States,US,USA,Ohio,,6063
Painesville,"41,724","-81,2536",United States,US,USA,Ohio,,19813
Wauseon,"41,5533","-84,1407",United States,US,USA,Ohio,,7202
Fairlawn,"41,127","-81,6213",United States,US,USA,Ohio,,7468
Norwalk,"41,2443","-82,6088",United States,US,USA,Ohio,,20576
Maple Heights,"41,4094","-81,5625",United States,US,USA,Ohio,,22400
Ontario,"40,771","-82,6104",United States,US,USA,Ohio,,6077
Fairborn,"39,801","-84,0094",United States,US,USA,Ohio,,33541
Sharonville,"39,2825","-84,4069",United States,US,USA,Ohio,,13797
Rittman,"40,9737","-81,7846",United States,US,USA,Ohio,,6564
Orrville,"40,8482","-81,7747",United States,US,USA,Ohio,,8643
Kent,"41,149","-81,361",United States,US,USA,Ohio,,29915
Dover,"40,5302","-81,4805",United States,US,USA,Ohio,,12766
Mentor,"41,6895","-81,3361",United States,US,USA,Ohio,,47121
Conneaut,"41,9278","-80,5685",United States,US,USA,Ohio,,13890
Rossford,"41,5831","-83,5692",United States,US,USA,Ohio,,6524
Ashtabula,"41,8806","-80,7984",United States,US,USA,Ohio,,27840
Garfield Heights,"41,4199","-81,6038",United States,US,USA,Ohio,,27835
Canal Fulton,"40,8896","-81,5886",United States,US,USA,Ohio,,5451
Moraine,"39,6983","-84,2459",United States,US,USA,Ohio,,6445
Barberton,"41,0095","-81,6038",United States,US,USA,Ohio,,26120
Forest Park,"39,286","-84,5257",United States,US,USA,Ohio,,18690
Delaware,"40,2866","-83,0747",United States,US,USA,Ohio,,39267
Riverside,"39,7836","-84,122",United States,US,USA,Ohio,,25094
Massillon,"40,7839","-81,5256",United States,US,USA,Ohio,,32342
East Liverpool,"40,6333","-80,5677",United States,US,USA,Ohio,,30146
North Olmsted,"41,415","-81,919",United States,US,USA,Ohio,,31734
Ironton,"38,5319","-82,6777",United States,US,USA,Ohio,,10722
Olmsted Falls,"41,3657","-81,9043",United States,US,USA,Ohio,,8912
Ravenna,"41,1613","-81,2421",United States,US,USA,Ohio,,11461
Springboro,"39,5612","-84,2349",United States,US,USA,Ohio,,18610
Struthers,"41,051","-80,592",United States,US,USA,Ohio,,10254
Marysville,"40,2276","-83,3594",United States,US,USA,Ohio,,24186
Streetsboro,"41,2396","-81,3456",United States,US,USA,Ohio,,16365
Troy,"40,0435","-84,2189",United States,US,USA,Ohio,,25865
London,"39,8936","-83,4374",United States,US,USA,Ohio,,14597
Bay Village,"41,4851","-81,9315",United States,US,USA,Ohio,,15344
Chillicothe,"39,3393","-82,9937",United States,US,USA,Ohio,,31671
Kenton,"40,6447","-83,6099",United States,US,USA,Ohio,,8231
Washington Court House,"39,5384","-83,4277",United States,US,USA,Ohio,,15192
Bucyrus,"40,8054","-82,9719",United States,US,USA,Ohio,,11853
Celina,"40,5551","-84,5629",United States,US,USA,Ohio,,11139
Amherst,"41,4022","-82,2303",United States,US,USA,Ohio,,12088
Wellston,"39,1172","-82,5375",United States,US,USA,Ohio,,5526
Middletown,"39,5032","-84,3659",United States,US,USA,Ohio,,97762
Ada,"40,768","-83,8252",United States,US,USA,Ohio,,5598
Brooklyn,"41,4349","-81,7498",United States,US,USA,Ohio,,10792
Englewood,"39,8644","-84,3071",United States,US,USA,Ohio,,13470
Willowick,"41,6343","-81,468",United States,US,USA,Ohio,,14148
Berea,"41,3696","-81,8642",United States,US,USA,Ohio,,18850
Lancaster,"39,7249","-82,6049",United States,US,USA,Ohio,,44200
Springfield,"39,9304","-83,7961",United States,US,USA,Ohio,,83286
Pepper Pike,"41,4801","-81,4619",United States,US,USA,Ohio,,6258
Macedonia,"41,3147","-81,499",United States,US,USA,Ohio,,11940
Carlisle,"39,5807","-84,3201",United States,US,USA,Ohio,,5336
Tipp City,"39,9643","-84,186",United States,US,USA,Ohio,,9956
North Ridgeville,"41,3851","-82,0194",United States,US,USA,Ohio,,33436
Fremont,"41,3533","-83,1146",United States,US,USA,Ohio,,22576
Kettering,"39,6957","-84,1496",United States,US,USA,Ohio,,55175
Beavercreek,"39,731","-84,0624",United States,US,USA,Ohio,,46948
Hilliard,"40,0352","-83,1577",United States,US,USA,Ohio,,35939
Canton,"40,8076","-81,3677",United States,US,USA,Ohio,,271184
Louisville,"40,837","-81,2643",United States,US,USA,Ohio,,9335
Willoughby,"41,646","-81,4084",United States,US,USA,Ohio,,22860
Columbus,"39,986","-82,9852",United States,US,USA,Ohio,admin,1528314
Niles,"41,1877","-80,7531",United States,US,USA,Ohio,,18473
Loveland,"39,2679","-84,2731",United States,US,USA,Ohio,,12770
Greenfield,"39,3535","-83,3884",United States,US,USA,Ohio,,5007
Bowling Green,"41,3773","-83,65",United States,US,USA,Ohio,,32572
Logan,"39,5386","-82,4063",United States,US,USA,Ohio,,7985
Canfield,"41,0315","-80,7671",United States,US,USA,Ohio,,7256
Brunswick,"41,2464","-81,8198",United States,US,USA,Ohio,,34867
Marietta,"39,4241","-81,4465",United States,US,USA,Ohio,,21772
Oxford,"39,5062","-84,7434",United States,US,USA,Ohio,,22862
Wapakoneta,"40,5676","-84,1918",United States,US,USA,Ohio,,10591
North College Hill,"39,2173","-84,5517",United States,US,USA,Ohio,,9309
Granville,"40,0646","-82,5022",United States,US,USA,Ohio,,5773
Reading,"39,2241","-84,4332",United States,US,USA,Ohio,,10260
Sunbury,"40,2484","-82,8803",United States,US,USA,Ohio,,5293
Brook Park,"41,4036","-81,8219",United States,US,USA,Ohio,,18626
Middleport,"38,9948","-82,0643",United States,US,USA,Ohio,,8274
Broadview Heights,"41,3195","-81,6782",United States,US,USA,Ohio,,19227
Ottawa,"41,0204","-84,035",United States,US,USA,Ohio,,5153
New Bremen,"40,4348","-84,3778",United States,US,USA,Ohio,,7418
Waterville,"41,5014","-83,7367",United States,US,USA,Ohio,,5492
Grafton,"41,2808","-82,0367",United States,US,USA,Ohio,,6015
Heath,"40,0241","-82,4412",United States,US,USA,Ohio,,10713
Bedford,"41,3919","-81,5359",United States,US,USA,Ohio,,12627
Upper Sandusky,"40,8298","-83,272",United States,US,USA,Ohio,,5974
Dublin,"40,1111","-83,1452",United States,US,USA,Ohio,,47619
Eaton,"39,7506","-84,6343",United States,US,USA,Ohio,,7896
Westlake,"41,4524","-81,9295",United States,US,USA,Ohio,,32297
Marion,"40,5933","-83,1236",United States,US,USA,Ohio,,45324
Huron,"41,3912","-82,5626",United States,US,USA,Ohio,,6923
Upper Arlington,"40,0272","-83,0704",United States,US,USA,Ohio,,35337
Oregon,"41,6528","-83,432",United States,US,USA,Ohio,,19973
Milford,"39,17","-84,281",United States,US,USA,Ohio,,6887
Sidney,"40,2891","-84,1667",United States,US,USA,Ohio,,21319
Clyde,"41,3046","-82,9782",United States,US,USA,Ohio,,5927
New Carlisle,"39,9448","-84,0256",United States,US,USA,Ohio,,5586
Salem,"40,9049","-80,8491",United States,US,USA,Ohio,,17829
Uhrichsville,"40,4005","-81,3516",United States,US,USA,Ohio,,5351
Cheviot,"39,1578","-84,6138",United States,US,USA,Ohio,,8292
New Franklin,"40,9525","-81,5839",United States,US,USA,Ohio,,14165
Piqua,"40,1504","-84,2439",United States,US,USA,Ohio,,21581
Chardon,"41,5803","-81,2082",United States,US,USA,Ohio,,8063
Cincinnati,"39,1412","-84,5059",United States,US,USA,Ohio,,1648254
Beachwood,"41,4759","-81,5029",United States,US,USA,Ohio,,11696
Perrysburg,"41,5377","-83,6413",United States,US,USA,Ohio,,21482
Sylvania,"41,71","-83,7085",United States,US,USA,Ohio,,18941
Urbana,"40,1088","-83,7541",United States,US,USA,Ohio,,11314
Munroe Falls,"41,1385","-81,4344",United States,US,USA,Ohio,,5063
Coshocton,"40,2619","-81,848",United States,US,USA,Ohio,,11339
Findlay,"41,0467","-83,6379",United States,US,USA,Ohio,,48582
Bryan,"41,4711","-84,5489",United States,US,USA,Ohio,,9546
Franklin,"39,5538","-84,295",United States,US,USA,Ohio,,11735
Hubbard,"41,1593","-80,5682",United States,US,USA,Ohio,,7485
Garrettsville,"41,2843","-81,0933",United States,US,USA,Ohio,,6130
Parma Heights,"41,3865","-81,7637",United States,US,USA,Ohio,,20053
East Cleveland,"41,5318","-81,5795",United States,US,USA,Ohio,,17187
Green,"40,9483","-81,4757",United States,US,USA,Ohio,,25747
New Philadelphia,"40,486","-81,4402",United States,US,USA,Ohio,,46736
Clayton,"39,8689","-84,3292",United States,US,USA,Ohio,,13215
Nelsonville,"39,456","-82,2218",United States,US,USA,Ohio,,6241
Pataskala,"40,011","-82,7155",United States,US,USA,Ohio,,15566
Bexley,"39,965","-82,9343",United States,US,USA,Ohio,,13786
Elyria,"41,3761","-82,1063",United States,US,USA,Ohio,,53883
Warrensville Heights,"41,4363","-81,5222",United States,US,USA,Ohio,,13251
Lorain,"41,4409","-82,184",United States,US,USA,Ohio,,180239
Martins Ferry,"40,1014","-80,7253",United States,US,USA,Ohio,,6659
North Royalton,"41,3138","-81,7451",United States,US,USA,Ohio,,30294
Willard,"41,0518","-82,7232",United States,US,USA,Ohio,,6118
Tallmadge,"41,1023","-81,4216",United States,US,USA,Ohio,,17552
Bellbrook,"39,6384","-84,0864",United States,US,USA,Ohio,,7218
Wooster,"40,8167","-81,9338",United States,US,USA,Ohio,,31011
Rocky River,"41,4703","-81,8526",United States,US,USA,Ohio,,20216
Wadsworth,"41,0279","-81,7324",United States,US,USA,Ohio,,23476
Highland Heights,"41,5518","-81,4691",United States,US,USA,Ohio,,8414
Van Wert,"40,8653","-84,5873",United States,US,USA,Ohio,,10557
Avon Lake,"41,4945","-82,016",United States,US,USA,Ohio,,24184
Xenia,"39,6829","-83,9413",United States,US,USA,Ohio,,26562
Mentor-on-the-Lake,"41,7135","-81,365",United States,US,USA,Ohio,,7404
Lima,"40,7409","-84,1121",United States,US,USA,Ohio,,69798
Groveport,"39,8586","-82,8979",United States,US,USA,Ohio,,5621
Independence,"41,378","-81,6385",United States,US,USA,Ohio,,7124
Aurora,"41,3118","-81,345",United States,US,USA,Ohio,,15982
Portsmouth,"38,7539","-82,9446",United States,US,USA,Ohio,,36622
Tiffin,"41,1165","-83,1805",United States,US,USA,Ohio,,19091
Mansfield,"40,7656","-82,5275",United States,US,USA,Ohio,,72635
Springdale,"39,291","-84,4759",United States,US,USA,Ohio,,11213
Germantown,"39,6324","-84,3645",United States,US,USA,Ohio,,5503
Huber Heights,"39,8595","-84,113",United States,US,USA,Ohio,,37986
Saint Marys,"40,5475","-84,3931",United States,US,USA,Ohio,,9169
Bellevue,"41,2743","-82,8394",United States,US,USA,Ohio,,8171
Maumee,"41,5696","-83,6636",United States,US,USA,Ohio,,13787
Mason,"39,3572","-84,3022",United States,US,USA,Ohio,,33235
Solon,"41,3864","-81,4401",United States,US,USA,Ohio,,22962
Belpre,"39,2815","-81,5971",United States,US,USA,Ohio,,6406
Brookville,"39,8393","-84,4176",United States,US,USA,Ohio,,5888
Greenville,"40,1043","-84,6209",United States,US,USA,Ohio,,12877
Fairview Park,"41,4419","-81,853",United States,US,USA,Ohio,,16292
Dayton,"39,7797","-84,1998",United States,US,USA,Ohio,,718169
Vermilion,"41,4103","-82,3214",United States,US,USA,Ohio,,10453
Cortland,"41,3319","-80,7192",United States,US,USA,Ohio,,6800
Geneva,"41,8007","-80,9461",United States,US,USA,Ohio,,7364
Whitehall,"39,9682","-82,8833",United States,US,USA,Ohio,,18913
Girard,"41,1673","-80,6962",United States,US,USA,Ohio,,9378
Willoughby Hills,"41,5873","-81,4333",United States,US,USA,Ohio,,9550
South Ogden,"41,1714","-111,9568",United States,US,USA,Utah,,17101
Harrisville,"41,2852","-111,9859",United States,US,USA,Utah,,6535
North Salt Lake,"40,8439","-111,9188",United States,US,USA,Utah,,20507
Spanish Fork,"40,1102","-111,6405",United States,US,USA,Utah,,39443
Orem,"40,2983","-111,6993",United States,US,USA,Utah,,97839
West Valley City,"40,6889","-112,0115",United States,US,USA,Utah,,136170
Enoch,"37,7664","-113,0431",United States,US,USA,Utah,,6756
Cedar Hills,"40,4135","-111,753",United States,US,USA,Utah,,10334
Hooper,"41,1598","-112,287",United States,US,USA,Utah,,8668
Bluffdale,"40,4743","-111,9383",United States,US,USA,Utah,,13484
Bountiful,"40,8722","-111,8647",United States,US,USA,Utah,,44107
Saratoga Springs,"40,3447","-111,9154",United States,US,USA,Utah,,29608
Providence,"41,7033","-111,8121",United States,US,USA,Utah,,7411
Hyrum,"41,6318","-111,8439",United States,US,USA,Utah,,8197
West Bountiful,"40,8983","-111,908",United States,US,USA,Utah,,5650
Centerville,"40,9284","-111,8848",United States,US,USA,Utah,,17657
Hurricane,"37,1497","-113,3525",United States,US,USA,Utah,,20362
West Jordan,"40,6024","-112,0008",United States,US,USA,Utah,,113905
North Ogden,"41,3124","-111,9586",United States,US,USA,Utah,,19465
Ivins,"37,1742","-113,6809",United States,US,USA,Utah,,8726
Tooele,"40,5394","-112,3082",United States,US,USA,Utah,,34029
Holladay,"40,6599","-111,8226",United States,US,USA,Utah,,30709
Riverton,"40,5176","-111,9635",United States,US,USA,Utah,,43344
Vernal,"40,4517","-109,5379",United States,US,USA,Utah,,19613
Midvale,"40,6148","-111,8928",United States,US,USA,Utah,,33208
Smithfield,"41,8347","-111,8266",United States,US,USA,Utah,,11374
American Fork,"40,3797","-111,7943",United States,US,USA,Utah,,29527
Grantsville,"40,6148","-112,4777",United States,US,USA,Utah,,8254
Salt Lake City,"40,7774","-111,9301",United States,US,USA,Utah,admin,1098400
Alpine,"40,4627","-111,7726",United States,US,USA,Utah,,10371
Clinton,"41,1395","-112,0656",United States,US,USA,Utah,,21971
Layton,"41,0771","-111,9622",United States,US,USA,Utah,,76691
Springville,"40,1638","-111,6206",United States,US,USA,Utah,,33294
Roosevelt,"40,2923","-110,0061",United States,US,USA,Utah,,6694
Sunset,"41,1392","-112,0285",United States,US,USA,Utah,,5286
West Haven,"41,2082","-112,0538",United States,US,USA,Utah,,13532
Farmington,"40,9846","-111,9064",United States,US,USA,Utah,,24066
Ephraim,"39,3577","-111,5819",United States,US,USA,Utah,,6734
Price,"39,604","-110,8004",United States,US,USA,Utah,,13451
Ogden,"41,228","-111,9677",United States,US,USA,Utah,,573632
Saint George,"37,0769","-113,577",United States,US,USA,Utah,,113906
Clearfield,"41,103","-112,0237",United States,US,USA,Utah,,31363
Millcreek,"40,6892","-111,8291",United States,US,USA,Utah,,60192
Highland,"40,4275","-111,7956",United States,US,USA,Utah,,18957
Washington Terrace,"41,1683","-111,9783",United States,US,USA,Utah,,9152
Kaysville,"41,029","-111,9456",United States,US,USA,Utah,,31776
Midway,"40,5183","-111,4753",United States,US,USA,Utah,,5093
